"","DATE","CAMERA.ID","ADDRESS","VIOLATIONS","LATITUDE","LONGITUDE","LOCATION","date","count"
"47428","10/21/2015","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-21,1
"47449","10/21/2015","CHI045","445 W 127TH",153,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-21,1
"47553","10/22/2015","CHI003","4124 W FOSTER AVE",127,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-22,1
"47555","10/22/2015","CHI005","2080 W PERSHING",15,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-22,1
"47557","10/22/2015","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-22,1
"47561","10/22/2015","CHI013","5330 S COTTAGE GROVE",42,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-22,1
"47565","10/22/2015","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-22,1
"47587","10/22/2015","CHI045","445 W 127TH",142,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-22,1
"47692","10/23/2015","CHI003","4124 W FOSTER AVE",139,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-23,1
"47694","10/23/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-23,1
"47696","10/23/2015","CHI008","3655 W JACKSON",21,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-23,1
"47700","10/23/2015","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-23,1
"47704","10/23/2015","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-23,1
"47725","10/23/2015","CHI045","445 W 127TH",110,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-23,1
"47831","10/24/2015","CHI003","4124 W FOSTER AVE",176,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-24,1
"47833","10/24/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-24,1
"47835","10/24/2015","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-24,1
"47839","10/24/2015","CHI013","5330 S COTTAGE GROVE",53,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-24,1
"47843","10/24/2015","CHI019","2917 W ROOSEVELT",30,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-24,1
"47852","10/24/2015","CHI045","445 W 127TH",188,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-24,1
"47902","10/25/2015","CHI003","4124 W FOSTER AVE",182,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-25,1
"47904","10/25/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-25,1
"47906","10/25/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-25,1
"47910","10/25/2015","CHI013","5330 S COTTAGE GROVE",59,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-25,1
"47914","10/25/2015","CHI019","2917 W ROOSEVELT",30,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-25,1
"47923","10/25/2015","CHI045","445 W 127TH",197,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-25,1
"47974","10/26/2015","CHI003","4124 W FOSTER AVE",109,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-26,1
"47976","10/26/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-26,1
"47978","10/26/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-26,1
"47982","10/26/2015","CHI013","5330 S COTTAGE GROVE",39,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-26,1
"47986","10/26/2015","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-26,1
"48009","10/26/2015","CHI045","445 W 127TH",165,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-26,1
"48114","10/27/2015","CHI003","4124 W FOSTER AVE",59,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-27,1
"48116","10/27/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-27,1
"48118","10/27/2015","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-27,1
"48122","10/27/2015","CHI013","5330 S COTTAGE GROVE",26,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-27,1
"48126","10/27/2015","CHI019","2917 W ROOSEVELT",25,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-27,1
"48149","10/27/2015","CHI045","445 W 127TH",102,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-27,1
"48252","10/28/2015","CHI003","4124 W FOSTER AVE",86,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-28,1
"48254","10/28/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-28,1
"48256","10/28/2015","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-28,1
"48260","10/28/2015","CHI013","5330 S COTTAGE GROVE",15,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-28,1
"48264","10/28/2015","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-28,1
"48287","10/28/2015","CHI045","445 W 127TH",124,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-28,1
"48387","10/29/2015","CHI003","4124 W FOSTER AVE",112,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-29,1
"48389","10/29/2015","CHI005","2080 W PERSHING",17,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-29,1
"48391","10/29/2015","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-29,1
"48395","10/29/2015","CHI013","5330 S COTTAGE GROVE",30,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-29,1
"48399","10/29/2015","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-29,1
"48422","10/29/2015","CHI045","445 W 127TH",145,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-29,1
"48525","10/30/2015","CHI003","4124 W FOSTER AVE",101,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-30,1
"48527","10/30/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-30,1
"48529","10/30/2015","CHI008","3655 W JACKSON",30,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-30,1
"48533","10/30/2015","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-30,1
"48537","10/30/2015","CHI019","2917 W ROOSEVELT",30,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-30,1
"48560","10/30/2015","CHI045","445 W 127TH",156,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-30,1
"48661","10/31/2015","CHI003","4124 W FOSTER AVE",94,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-10-31,1
"48663","10/31/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-10-31,1
"48665","10/31/2015","CHI008","3655 W JACKSON",10,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-10-31,1
"48669","10/31/2015","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-10-31,1
"48673","10/31/2015","CHI019","2917 W ROOSEVELT",11,41.866364,-87.699143,"(41.866364, -87.699143)",2015-10-31,1
"48682","10/31/2015","CHI045","445 W 127TH",124,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-10-31,1
"48732","11/01/2015","CHI003","4124 W FOSTER AVE",169,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-01,1
"48734","11/01/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-01,1
"48736","11/01/2015","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-01,1
"48740","11/01/2015","CHI013","5330 S COTTAGE GROVE",62,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-01,1
"48744","11/01/2015","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-01,1
"48753","11/01/2015","CHI045","445 W 127TH",190,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-01,1
"48804","11/02/2015","CHI003","4124 W FOSTER AVE",104,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-02,1
"48806","11/02/2015","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-02,1
"48808","11/02/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-02,1
"48812","11/02/2015","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-02,1
"48816","11/02/2015","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-02,1
"48839","11/02/2015","CHI045","445 W 127TH",150,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-02,1
"48936","11/03/2015","CHI003","4124 W FOSTER AVE",123,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-03,1
"48938","11/03/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-03,1
"48940","11/03/2015","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-03,1
"48944","11/03/2015","CHI013","5330 S COTTAGE GROVE",32,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-03,1
"48948","11/03/2015","CHI019","2917 W ROOSEVELT",20,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-03,1
"48971","11/03/2015","CHI045","445 W 127TH",132,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-03,1
"49075","11/04/2015","CHI003","4124 W FOSTER AVE",118,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-04,1
"49077","11/04/2015","CHI005","2080 W PERSHING",15,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-04,1
"49079","11/04/2015","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-04,1
"49083","11/04/2015","CHI013","5330 S COTTAGE GROVE",30,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-04,1
"49087","11/04/2015","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-04,1
"49110","11/04/2015","CHI045","445 W 127TH",132,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-04,1
"49214","11/05/2015","CHI003","4124 W FOSTER AVE",142,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-05,1
"49216","11/05/2015","CHI005","2080 W PERSHING",3,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-05,1
"49218","11/05/2015","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-05,1
"49222","11/05/2015","CHI013","5330 S COTTAGE GROVE",26,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-05,1
"49226","11/05/2015","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-05,1
"49249","11/05/2015","CHI045","445 W 127TH",126,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-05,1
"49354","11/06/2015","CHI003","4124 W FOSTER AVE",124,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-06,1
"49356","11/06/2015","CHI005","2080 W PERSHING",22,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-06,1
"49358","11/06/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-06,1
"49362","11/06/2015","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-06,1
"49366","11/06/2015","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-06,1
"49388","11/06/2015","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-06,1
"49487","11/07/2015","CHI003","4124 W FOSTER AVE",148,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-07,1
"49489","11/07/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-07,1
"49491","11/07/2015","CHI008","3655 W JACKSON",34,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-07,1
"49495","11/07/2015","CHI013","5330 S COTTAGE GROVE",59,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-07,1
"49499","11/07/2015","CHI019","2917 W ROOSEVELT",46,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-07,1
"49508","11/07/2015","CHI045","445 W 127TH",189,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-07,1
"49559","11/08/2015","CHI003","4124 W FOSTER AVE",168,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-08,1
"49561","11/08/2015","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-08,1
"49563","11/08/2015","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-08,1
"49567","11/08/2015","CHI013","5330 S COTTAGE GROVE",73,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-08,1
"49571","11/08/2015","CHI019","2917 W ROOSEVELT",23,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-08,1
"49580","11/08/2015","CHI045","445 W 127TH",204,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-08,1
"49629","11/09/2015","CHI003","4124 W FOSTER AVE",113,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-09,1
"49631","11/09/2015","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-09,1
"49633","11/09/2015","CHI008","3655 W JACKSON",9,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-09,1
"49637","11/09/2015","CHI013","5330 S COTTAGE GROVE",38,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-09,1
"49641","11/09/2015","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-09,1
"49664","11/09/2015","CHI045","445 W 127TH",150,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-09,1
"49770","11/10/2015","CHI003","4124 W FOSTER AVE",123,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-10,1
"49772","11/10/2015","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-10,1
"49774","11/10/2015","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-10,1
"49778","11/10/2015","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-10,1
"49782","11/10/2015","CHI019","2917 W ROOSEVELT",38,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-10,1
"49805","11/10/2015","CHI045","445 W 127TH",140,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-10,1
"49906","11/11/2015","CHI003","4124 W FOSTER AVE",127,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-11,1
"49908","11/11/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-11,1
"49910","11/11/2015","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-11,1
"49914","11/11/2015","CHI013","5330 S COTTAGE GROVE",30,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-11,1
"49918","11/11/2015","CHI019","2917 W ROOSEVELT",26,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-11,1
"49928","11/11/2015","CHI045","445 W 127TH",133,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-11,1
"49990","11/12/2015","CHI003","4124 W FOSTER AVE",111,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-12,1
"49992","11/12/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-12,1
"49994","11/12/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-12,1
"49998","11/12/2015","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-12,1
"50002","11/12/2015","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-12,1
"50025","11/12/2015","CHI045","445 W 127TH",134,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-12,1
"50122","11/13/2015","CHI003","4124 W FOSTER AVE",137,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-13,1
"50124","11/13/2015","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-13,1
"50126","11/13/2015","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-13,1
"50130","11/13/2015","CHI013","5330 S COTTAGE GROVE",50,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-13,1
"50134","11/13/2015","CHI019","2917 W ROOSEVELT",50,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-13,1
"50144","11/13/2015","CHI045","445 W 127TH",147,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-13,1
"50202","11/14/2015","CHI003","4124 W FOSTER AVE",167,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-14,1
"50204","11/14/2015","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-14,1
"50206","11/14/2015","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-14,1
"50210","11/14/2015","CHI013","5330 S COTTAGE GROVE",69,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-14,1
"50214","11/14/2015","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-14,1
"50223","11/14/2015","CHI045","445 W 127TH",192,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-14,1
"50273","11/15/2015","CHI003","4124 W FOSTER AVE",136,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-15,1
"50275","11/15/2015","CHI005","2080 W PERSHING",19,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-15,1
"50277","11/15/2015","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-15,1
"50281","11/15/2015","CHI013","5330 S COTTAGE GROVE",73,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-15,1
"50285","11/15/2015","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-15,1
"50294","11/15/2015","CHI045","445 W 127TH",176,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-15,1
"50346","11/16/2015","CHI003","4124 W FOSTER AVE",121,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-16,1
"50348","11/16/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-16,1
"50350","11/16/2015","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-16,1
"50354","11/16/2015","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-16,1
"50358","11/16/2015","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-16,1
"50381","11/16/2015","CHI045","445 W 127TH",130,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-16,1
"50484","11/17/2015","CHI003","4124 W FOSTER AVE",69,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-17,1
"50486","11/17/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-17,1
"50488","11/17/2015","CHI008","3655 W JACKSON",5,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-17,1
"50492","11/17/2015","CHI013","5330 S COTTAGE GROVE",22,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-17,1
"50496","11/17/2015","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-17,1
"50519","11/17/2015","CHI045","445 W 127TH",104,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-17,1
"50614","11/18/2015","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-18,1
"50616","11/18/2015","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-18,1
"50618","11/18/2015","CHI008","3655 W JACKSON",14,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-18,1
"50622","11/18/2015","CHI013","5330 S COTTAGE GROVE",24,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-18,1
"50626","11/18/2015","CHI019","2917 W ROOSEVELT",19,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-18,1
"50649","11/18/2015","CHI045","445 W 127TH",65,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-18,1
"50726","11/19/2015","CHI003","4124 W FOSTER AVE",115,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-19,1
"50728","11/19/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-19,1
"50730","11/19/2015","CHI008","3655 W JACKSON",25,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-19,1
"50734","11/19/2015","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-19,1
"50738","11/19/2015","CHI019","2917 W ROOSEVELT",43,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-19,1
"50748","11/19/2015","CHI045","445 W 127TH",150,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-19,1
"50829","11/20/2015","CHI003","4124 W FOSTER AVE",83,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-20,1
"50831","11/20/2015","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-20,1
"50833","11/20/2015","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-20,1
"50837","11/20/2015","CHI013","5330 S COTTAGE GROVE",45,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-20,1
"50841","11/20/2015","CHI019","2917 W ROOSEVELT",38,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-20,1
"50864","11/20/2015","CHI045","445 W 127TH",144,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-20,1
"50961","11/21/2015","CHI003","4124 W FOSTER AVE",40,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-21,1
"50963","11/21/2015","CHI005","2080 W PERSHING",1,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-21,1
"50965","11/21/2015","CHI008","3655 W JACKSON",5,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-21,1
"50968","11/21/2015","CHI013","5330 S COTTAGE GROVE",18,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-21,1
"50972","11/21/2015","CHI019","2917 W ROOSEVELT",5,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-21,1
"50979","11/21/2015","CHI045","445 W 127TH",11,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-21,1
"51023","11/22/2015","CHI003","4124 W FOSTER AVE",89,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-22,1
"51025","11/22/2015","CHI005","2080 W PERSHING",5,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-22,1
"51027","11/22/2015","CHI008","3655 W JACKSON",5,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-22,1
"51031","11/22/2015","CHI013","5330 S COTTAGE GROVE",23,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-22,1
"51035","11/22/2015","CHI019","2917 W ROOSEVELT",10,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-22,1
"51043","11/22/2015","CHI045","445 W 127TH",116,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-22,1
"51091","11/23/2015","CHI003","4124 W FOSTER AVE",78,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-23,1
"51093","11/23/2015","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-23,1
"51095","11/23/2015","CHI008","3655 W JACKSON",14,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-23,1
"51099","11/23/2015","CHI013","5330 S COTTAGE GROVE",25,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-23,1
"51103","11/23/2015","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-23,1
"51126","11/23/2015","CHI045","445 W 127TH",125,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-23,1
"51222","11/24/2015","CHI003","4124 W FOSTER AVE",103,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-24,1
"51224","11/24/2015","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-24,1
"51226","11/24/2015","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2015-11-24,1
"51230","11/24/2015","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2015-11-24,1
"51234","11/24/2015","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2015-11-24,1
"51257","11/24/2015","CHI045","445 W 127TH",138,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2015-11-24,1
"51349","11/25/2015","CHI003","4124 W FOSTER AVE",148,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2015-11-25,1
"51351","11/25/2015","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2015-11-25,1
